Date,Station,"Alkalinity, total",Aluminum,Ammonia,Ammonium,Arsenic,BORON,Biochemical oxygen demand,"Biochemical oxygen demand, standard conditions",Cadmium,Chlorophyll a,Chromium,Cobalt,Conductivity,Copper,Depth,Dissolved Inorganic Nitrogen,Dissolved Organic Carbon,Dissolved Oxygen,Escherichia coli,Fecal Coliform,"Fecal Coliform, C","Fecal Coliform, M",Inorganic nitrogen (nitrate and nitrite),Iron,Iron_U,Kjeldahl Nitrogen,Lead,Lithium,Magnesium,Manganese,Mercury,Nitrate,Nitrate & Nitrite,Nitrite,Nitrogen,Organic Carbon,Organic Phosphorus,Orthophosphate,Oxidized Nitrogen,PP,Particulate Organic Carbon,Pheophytin a,Phosphorus,SIF,Secchi,Selenium,Silica,Silver,TCOLI_C,TCOLI_M,TDP,TKNW,"Temperature, water",Total Coliform,Total Hardness,Total hardness,Total suspended solids,Turbidity,Zinc,pH,Watershed,months,month,year,quarter,YearQuart
9/4/2012,ANA14,78,,0.264,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,78,13,,,,Anacostia Mainstem,2012-09,9,2012,3,2012Q3
9/5/2006,ANA14,46,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,78,,,,Anacostia Mainstem,2006-09,9,2006,3,2006Q3
9/5/2017,ANA14,,,,,,,,,,,,,,,,,,,75.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anacostia Mainstem,2017-09,9,2017,3,2017Q3
9/6/2011,ANA14,56,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,44,15,,,,Anacostia Mainstem,2011-09,9,2011,3,2011Q3
9/7/2010,ANA14,54,,0.052,,,,,,,,,,,,,,,6.866666667,,,,,,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,88,19,,,,Anacostia Mainstem,2010-09,9,2010,3,2010Q3
9/8/1998,ANA14,86,,,0.07,,,2.099999905,,,,,,365.5,,1.5,0.372999996,,6.450000048,,,,,,,,,,,,,,,0.303000003,,,,,0.003,,,,,,,0.400000006,,,,,,,,26.1500001,,152,,,15,,7.475000024,Anacostia Mainstem,1998-09,9,1998,3,1998Q3
9/8/2003,ANA14,60,,0.265,,,,,2.3,,,,,,,,,,4.5,,600,,,0.476,,,,,,,,,,,0.064,,,,0.019,,,,,,,,,,,,,,,,,,100,,,,,Anacostia Mainstem,2003-09,9,2003,3,2003Q3
9/8/2008,ANA14,34,,0.17,,,,,2,,,,,,,,,,3.6,579,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,60,22,,,,Anacostia Mainstem,2008-09,9,2008,3,2008Q3
9/8/2015,ANA14,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anacostia Mainstem,2015-09,9,2015,3,2015Q3
9/9/1986,ANA14,64,,,0.465000004,,,5.900000095,,,29,,,343.3333333,,1.033333333,1.190000057,3.5,1.533333341,,54000,,,,,,1.470000029,,,,,,0.425000012,0.730000019,0.300000012,2.194999933,5.400000095,0.02475,0.007,1.004999995,0.07,1.899999976,16,0.100000001,1.370000005,0.600000024,,,,,,0.029999999,,22.96666654,,14,,13,20,,6.900000095,Anacostia Mainstem,1986-09,9,1986,3,1986Q3
9/9/1991,ANA14,72,,,0.193000004,,,4.699999809,,,,,,313,,1,0.819999993,6.300000191,5.133333365,,,,,,,,0.917999983,,,,,,0.549000025,0.629999995,0.078000002,1.544999957,6.300000191,0.02325,0.005,0.725000024,0.021,0,,0.048,1.74000001,0.600000024,,,,70000,,0.027000001,,25.76666705,,116,,22,23,,6.733333429,Anacostia Mainstem,1991-09,9,1991,3,1991Q3
9/9/2014,ANA14,49,,0.24,,,,,1.4,,,,,,,,,,2.429066667,65,,,,,,,,,,,,,,,0.0295,,,,,,,,,,,,,,,,,,,,,,77,18.5,,,,Anacostia Mainstem,2014-09,9,2014,3,2014Q3
1/10/1995,ANA15,,,,,,,,,,,,,231,,0.100000001,,,10.80000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.299999952,,,,,,,6.800000191,Anacostia Mainstem,1995-01,1,1995,1,1995Q1
1/5/1993,ANA15,,,,,,,,,,,,,196,,0.100000001,,,8.899999619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39999962,,,,,,,7,Anacostia Mainstem,1993-01,1,1993,1,1993Q1
1/6/1987,ANA15,,,,,,,,,,,,,336,,0.1,,,9.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,,,,,,,6.599999905,Anacostia Mainstem,1987-01,1,1987,1,1987Q1
1/7/1992,ANA15,,,,,,,,,,,,,193,,0.100000001,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.099999905,,,,,,,6.699999809,Anacostia Mainstem,1992-01,1,1992,1,1992Q1
1/7/1997,ANA15,,,,,,,,,,,,,314,,0.100000001,,,8.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100000381,,,,,,,7.199999809,Anacostia Mainstem,1997-01,1,1997,1,1997Q1
1/9/1989,ANA15,,,,,,,,,,,,,1239,,0.100000001,,,8.600000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.099999905,,,,,,,6.699999809,Anacostia Mainstem,1989-01,1,1989,1,1989Q1
10/1/1996,ANA15,,,,,,,,,,,,,241,,0.100000001,,,4.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29999924,,,,,,,6.900000095,Anacostia Mainstem,1996-10,10,1996,4,1996Q4
10/15/1986,ANA15,,,,,,,,,,,,,400,,0.1,,,2.299999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39999962,,,,,,,6.599999905,Anacostia Mainstem,1986-10,10,1986,4,1986Q4
10/16/1990,ANA15,,,,,,,,,,,,,327,,0.100000001,,,4.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,7,Anacostia Mainstem,1990-10,10,1990,4,1990Q4
10/2/1984,ANA15,,,,,,,,,,,,,160,,0.1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,7.5,Anacostia Mainstem,1984-10,10,1984,4,1984Q4
10/25/1994,ANA15,,,,,,,,,,,,,298,,0.100000001,,,4.800000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70000076,,,,,,,6.900000095,Anacostia Mainstem,1994-10,10,1994,4,1994Q4
10/3/1995,ANA15,,,,,,,,,,,,,250,,0.100000001,,,6.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10000038,,,,,,,7,Anacostia Mainstem,1995-10,10,1995,4,1995Q4
10/4/1988,ANA15,,,,,,,,,,,,,337,,0.1,,,1.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.39999962,,,,,,,7,Anacostia Mainstem,1988-10,10,1988,4,1988Q4
10/5/1993,ANA15,,,,,,,,,,,,,213,,0.100000001,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.10000038,,,,,,,6.800000191,Anacostia Mainstem,1993-10,10,1993,4,1993Q4
10/6/1987,ANA15,,,,,,,,,,,,,281,,0.1,,,1.600000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,6.400000095,Anacostia Mainstem,1987-10,10,1987,4,1987Q4
10/7/1991,ANA15,,,,,,,,,,,,,225,,0.100000001,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,6.599999905,Anacostia Mainstem,1991-10,10,1991,4,1991Q4
10/7/1997,ANA15,,,,,,,,,,,,,343,,0.100000001,,,7.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,7.300000191,Anacostia Mainstem,1997-10,10,1997,4,1997Q4
10/8/1985,ANA15,,,,,,,,,,,,,188,,0.1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39999962,,,,,,,7.699999809,Anacostia Mainstem,1985-10,10,1985,4,1985Q4
11/12/1996,ANA15,,,,,,,,,,,,,178,,0.100000001,,,5.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399999619,,,,,,,6.599999905,Anacostia Mainstem,1996-11,11,1996,4,1996Q4
11/14/1988,ANA15,,,,,,,,,,,,,374,,0.1,,,3.299999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89999962,,,,,,,6.800000191,Anacostia Mainstem,1988-11,11,1988,4,1988Q4
11/14/1989,ANA15,,,,,,,,,,,,,292,,0.100000001,,,3.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80000019,,,,,,,7,Anacostia Mainstem,1989-11,11,1989,4,1989Q4
11/15/1994,ANA15,,,,,,,,,,,,,308,,0.100000001,,,5.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19999981,,,,,,,7.199999809,Anacostia Mainstem,1994-11,11,1994,4,1994Q4
11/16/1993,ANA15,,,,,,,,,,,,,321,,0.100000001,,,7.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,6.900000095,Anacostia Mainstem,1993-11,11,1993,4,1993Q4
11/17/1987,ANA15,,,,,,,,,,,,,625,,0.1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,6.5,Anacostia Mainstem,1987-11,11,1987,4,1987Q4
11/17/1992,ANA15,,,,,,,,,,,,,241,,0.100000001,,,3.700000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.600000381,,,,,,,7,Anacostia Mainstem,1992-11,11,1992,4,1992Q4
11/18/1985,ANA15,,,,,,,,,,,,,256,,0.1,,,4.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,6.800000191,Anacostia Mainstem,1985-11,11,1985,4,1985Q4
11/18/1986,ANA15,,,,,,,,,,,,,309,,0.1,,,3.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,7,Anacostia Mainstem,1986-11,11,1986,4,1986Q4
11/19/1990,ANA15,,,,,,,,,,,,,219,,0.100000001,,,6.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.699999809,,,,,,,6.699999809,Anacostia Mainstem,1990-11,11,1990,4,1990Q4
11/5/1991,ANA15,,,,,,,,,,,,,317,,0.100000001,,,8.600000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30000019,,,,,,,6.900000095,Anacostia Mainstem,1991-11,11,1991,4,1991Q4
12/10/1985,ANA15,,,,,,,,,,,,,266,,0.1,,,7.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699999809,,,,,,,7,Anacostia Mainstem,1985-12,12,1985,4,1985Q4
12/11/1990,ANA15,,,,,,,,,,,,,252,,0.100000001,,,9.600000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,,,,,,,6.699999809,Anacostia Mainstem,1990-12,12,1990,4,1990Q4
12/13/1994,ANA15,,,,,,,,,,,,,205,,0.100000001,,,8.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.599999905,,,,,,,7,Anacostia Mainstem,1994-12,12,1994,4,1994Q4
12/15/1987,ANA15,,,,,,,,,,,,,320,,0.1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.900000095,,,,,,,7,Anacostia Mainstem,1987-12,12,1987,4,1987Q4
12/2/1997,ANA15,,,,,,,,,,,,,285,,0.100000001,,,7.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800000191,,,,,,,6.800000191,Anacostia Mainstem,1997-12,12,1997,4,1997Q4
12/3/1996,ANA15,,,,,,,,,,,,,149,,0.100000001,,,6.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.199999809,,,,,,,7.099999905,Anacostia Mainstem,1996-12,12,1996,4,1996Q4
12/4/1989,ANA15,,,,,,,,,,,,,479,,0.100000001,,,8.800000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.099999905,,,,,,,7.300000191,Anacostia Mainstem,1989-12,12,1989,4,1989Q4
12/6/1988,ANA15,,,,,,,,,,,,,279,,0.1,,,8.600000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.199999809,,,,,,,6.900000095,Anacostia Mainstem,1988-12,12,1988,4,1988Q4
12/8/1992,ANA15,,,,,,,,,,,,,297,,0.100000001,,,7.800000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,7.400000095,Anacostia Mainstem,1992-12,12,1992,4,1992Q4
12/9/1986,ANA15,,,,,,,,,,,,,240,,0.1,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.400000095,,,,,,,6.699999809,Anacostia Mainstem,1986-12,12,1986,4,1986Q4
2/12/1991,ANA15,,,,,,,,,,,,,310,,0.100000001,,,9.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000191,,,,,,,7,Anacostia Mainstem,1991-02,2,1991,1,1991Q1
2/14/1989,ANA15,,,,,,,,,,,,,379,,0.100000001,,,9.100000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,,,,,,,7.199999809,Anacostia Mainstem,1989-02,2,1989,1,1989Q1
2/2/1988,ANA15,,,,,,,,,,,,,734,,0.1,,,7.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,6.800000191,,,,,,,7,Anacostia Mainstem,1988-02,2,1988,1,1988Q1
2/24/1987,ANA15,,,,,,,,,,,,,699,,0.1,,,11.60000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.099999905,,,,,,,6.599999905,Anacostia Mainstem,1987-02,2,1987,1,1987Q1
2/28/1984,ANA15,,,,,,,,,,,,,145,,0.1,,,9.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,Anacostia Mainstem,1984-02,2,1984,1,1984Q1
2/4/1997,ANA15,,,,,,,,,,,,,299,,0.100000001,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,7.199999809,Anacostia Mainstem,1997-02,2,1997,1,1997Q1
2/6/1990,ANA15,,,,,,,,,,,,,313,,0.100000001,,,7.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.599999905,,,,,,,6.900000095,Anacostia Mainstem,1990-02,2,1990,1,1990Q1
3/10/1987,ANA15,,,,,,,,,,,,,318,,0.1,,,10.80000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,6.5,Anacostia Mainstem,1987-03,3,1987,1,1987Q1
3/11/1997,ANA15,,,,,,,,,,,,,277,,0.100000001,,,9.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.399999619,,,,,,,7.099999905,Anacostia Mainstem,1997-03,3,1997,1,1997Q1
3/14/1984,ANA15,,,,,,,,,,,,,380,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.099999905,,,,,,,,Anacostia Mainstem,1984-03,3,1984,1,1984Q1
3/14/1989,ANA15,,,,,,,,,,,,,1000,,0.100000001,,,8.800000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.199999809,,,,,,,7,Anacostia Mainstem,1989-03,3,1989,1,1989Q1
3/4/1986,ANA15,,,,,,,,,,,,,108,,0.1,,,9.199999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,6.699999809,Anacostia Mainstem,1986-03,3,1986,1,1986Q1
3/5/1996,ANA15,,,,,,,,,,,,,500,,0.100000001,,,10.60000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,,,,,,,7.099999905,Anacostia Mainstem,1996-03,3,1996,1,1996Q1
3/7/1995,ANA15,,,,,,,,,,,,,479,,0.100000001,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.699999809,,,,,,,7.199999809,Anacostia Mainstem,1995-03,3,1995,1,1995Q1
3/8/1993,ANA15,,,,,,,,,,,,,256,,0.100000001,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000191,,,,,,,6.800000191,Anacostia Mainstem,1993-03,3,1993,1,1993Q1
3/8/1994,ANA15,,,,,,,,,,,,,305,,0.100000001,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999809,,,,,,,6.900000095,Anacostia Mainstem,1994-03,3,1994,1,1994Q1
3/9/1992,ANA15,0,,,,,,,,,,,,307,,0.100000001,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80000019,,,,,,,6.599999905,Anacostia Mainstem,1992-03,3,1992,1,1992Q1
4/10/1984,ANA15,,,,,,,,,,,,,,,0.1,,,6.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.60000038,,,,,,,,Anacostia Mainstem,1984-04,4,1984,2,1984Q2
4/11/1995,ANA15,,,,,,,,,,,,,336,,0.100000001,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,7.300000191,Anacostia Mainstem,1995-04,4,1995,2,1995Q2
4/12/1988,ANA15,,,,,,,,,,,,,261,,0.1,,,4.800000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30000019,,,,,,,6.900000095,Anacostia Mainstem,1988-04,4,1988,2,1988Q2
4/13/1993,ANA15,,,,,,,,,,,,,202,,0.100000001,,,5.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.30000019,,,,,,,6.800000191,Anacostia Mainstem,1993-04,4,1993,2,1993Q2
4/14/1992,ANA15,,,,,,,,,,,,,245,,0.100000001,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39999962,,,,,,,7,Anacostia Mainstem,1992-04,4,1992,2,1992Q2
4/16/1985,ANA15,,,,,,,,,,,,,271,,0.1,,,7.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,7.300000191,Anacostia Mainstem,1985-04,4,1985,2,1985Q2
4/2/1996,ANA15,,,,,,,,,,,,,240,,0,,,11.19999981,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001,,,,,,,,9.300000191,,,,,,,7.199999809,Anacostia Mainstem,1996-04,4,1996,2,1996Q2
4/3/1990,ANA15,,,,,,,,,,,,,136,,0.100000001,,,8.399999619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,6.800000191,Anacostia Mainstem,1990-04,4,1990,2,1990Q2
4/4/1989,ANA15,,,,,,,,,,,,,297,,0.100000001,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10000038,,,,,,,6.800000191,Anacostia Mainstem,1989-04,4,1989,2,1989Q2
4/5/1994,ANA15,,,,,,,,,,,,,289,,0.100000001,,,7.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69999981,,,,,,,6.699999809,Anacostia Mainstem,1994-04,4,1994,2,1994Q2
4/7/1986,ANA15,,,,,,,,,,,,,327,,0.1,,,5.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19999981,,,,,,,6.800000191,Anacostia Mainstem,1986-04,4,1986,2,1986Q2
4/7/1987,ANA15,,,,,,,,,,,,,195,,0.1,,,8.600000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.600000381,,,,,,,6.300000191,Anacostia Mainstem,1987-04,4,1987,2,1987Q2
4/8/1997,ANA15,,,,,,,,,,,,,313,,0.100000001,,,6.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,7,Anacostia Mainstem,1997-04,4,1997,2,1997Q2
4/9/1991,ANA15,,,,,,,,,,,,,291,,0.100000001,,,7.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29999924,,,,,,,6.800000191,Anacostia Mainstem,1991-04,4,1991,2,1991Q2
5/10/1988,ANA15,,,,,,,,,,,,,247,,0.1,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.60000038,,,,,,,6.599999905,Anacostia Mainstem,1988-05,5,1988,2,1988Q2
5/12/1992,ANA15,,,,,,,,,,,,,230,,0.100000001,,,4.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20000076,,,,,,,6.800000191,Anacostia Mainstem,1992-05,5,1992,2,1992Q2
5/13/1986,ANA15,,,,,,,,,,,,,295,,0.1,,,6.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.70000076,,,,,,,7.599999905,Anacostia Mainstem,1986-05,5,1986,2,1986Q2
5/15/1990,ANA15,,,,,,,,,,,,,212,,0.100000001,,,1.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,6.5,Anacostia Mainstem,1990-05,5,1990,2,1990Q2
5/2/1989,ANA15,,,,,,,,,,,,,225,,0.100000001,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20000076,,,,,,,6.699999809,Anacostia Mainstem,1989-05,5,1989,2,1989Q2
5/3/1994,ANA15,,,,,,,,,,,,,316,,0.100000001,,,2.700000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10000038,,,,,,,6.699999809,Anacostia Mainstem,1994-05,5,1994,2,1994Q2
5/5/1987,ANA15,,,,,,,,,,,,,195,,0.1,,,3.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60000038,,,,,,,6.5,Anacostia Mainstem,1987-05,5,1987,2,1987Q2
5/6/1997,ANA15,,,,,,,,,,,,,295,,0.100000001,,,5.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.70000076,,,,,,,7.099999905,Anacostia Mainstem,1997-05,5,1997,2,1997Q2
5/7/1991,ANA15,,,,,,,,,,,,,266,,0.100000001,,,3.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.10000038,,,,,,,6.599999905,Anacostia Mainstem,1991-05,5,1991,2,1991Q2
5/7/1996,ANA15,,,,,,,,,,,,,240,,0.100000001,,,3.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20000076,,,,,,,6.800000191,Anacostia Mainstem,1996-05,5,1996,2,1996Q2
5/9/1995,ANA15,,,,,,,,,,,,,271,,0.100000001,,,3.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39999962,,,,,,,6.900000095,Anacostia Mainstem,1995-05,5,1995,2,1995Q2
6/11/1985,ANA15,,,,,,,,,,,,,200,,0.1,,,4.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,7.300000191,Anacostia Mainstem,1985-06,6,1985,2,1985Q2
6/12/1990,ANA15,,,,,,,,,,,,,205,,0.100000001,,,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.70000076,,,,,,,6.900000095,Anacostia Mainstem,1990-06,6,1990,2,1990Q2
6/13/1984,ANA15,,,,,,,,,,,,,300,,0.1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.79999924,,,,,,,6.800000191,Anacostia Mainstem,1984-06,6,1984,2,1984Q2
6/13/1989,ANA15,,,,,,,,,,,,,236.6,,2.02,,,1.139999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.56000023,,,,,,,6.519999981,Anacostia Mainstem,1989-06,6,1989,2,1989Q2
6/14/1994,ANA15,,,,,,,,,,,,,327,,0.100000001,,,5.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,6.699999809,Anacostia Mainstem,1994-06,6,1994,2,1994Q2
6/15/1993,ANA15,,,,,,,,,,,,,240,,0.100000001,,,5.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,Anacostia Mainstem,1993-06,6,1993,2,1993Q2
6/2/1987,ANA15,,,,,,,,,,,,,282,,0.1,,,4.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.10000038,,,,,,,6.800000191,Anacostia Mainstem,1987-06,6,1987,2,1987Q2
6/3/1986,ANA15,,,,,,,,,,,,,319,,0.1,,,3.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39999962,,,,,,,7.699999809,Anacostia Mainstem,1986-06,6,1986,2,1986Q2
6/4/1991,ANA15,,,,,,,,,,,,,296,,0.100000001,,,2.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.39999962,,,,,,,6.599999905,Anacostia Mainstem,1991-06,6,1991,2,1991Q2
6/4/1996,ANA15,,,,,,,,,,,,,260,,0.100000001,,,4.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29999924,,,,,,,7.099999905,Anacostia Mainstem,1996-06,6,1996,2,1996Q2
6/6/1995,ANA15,,,,,,,,,,,,,259,,0.100000001,,,1.799999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60000038,,,,,,,6.699999809,Anacostia Mainstem,1995-06,6,1995,2,1995Q2
6/7/1988,ANA15,,,,,,,,,,,,,297,,0.1,,,4.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.10000038,,,,,,,7,Anacostia Mainstem,1988-06,6,1988,2,1988Q2
6/9/1992,ANA15,,,,,,,,,,,,,191,,0.100000001,,,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60000038,,,,,,,6.699999809,Anacostia Mainstem,1992-06,6,1992,2,1992Q2
7/11/1988,ANA15,,,,,,,,,,,,,372,,0.1,,,4.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.60000038,,,,,,,7.199999809,Anacostia Mainstem,1988-07,7,1988,3,1988Q3
7/11/1989,ANA15,,,,,,,,,,,,,236,,0.100000001,,,1.700000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.10000038,,,,,,,6.900000095,Anacostia Mainstem,1989-07,7,1989,3,1989Q3
7/11/1995,ANA15,,,,,,,,,,,,,162,,0.100000001,,,2.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.29999924,,,,,,,6.699999809,Anacostia Mainstem,1995-07,7,1995,3,1995Q3
7/12/1994,ANA15,,,,,,,,,,,,,260,,0.100000001,,,4.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.10000038,,,,,,,7.099999905,Anacostia Mainstem,1994-07,7,1994,3,1994Q3
7/13/1993,ANA15,,,,,,,,,,,,,310,,0.100000001,,,6.300000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.89999962,,,,,,,6.900000095,Anacostia Mainstem,1993-07,7,1993,3,1993Q3
7/15/1986,ANA15,,,,,,,,,,,,,303,,0.1,,,4.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,6.900000095,Anacostia Mainstem,1986-07,7,1986,3,1986Q3
